ad_id,reporting_start,reporting_end,campaign_id,fb_campaign_id,age,gender,interest1,interest2,interest3,impressions,clicks,spent,total_conversion,approved_conversion
867615,04/10/2017,04/10/2017,970,114355,32,34,41,14,40,96079.0,40,106.41,1.0,1.0
833148,20/10/2017,20/10/2017,916,115768,30-34,17,7,37,34,150000.0,45,116.2,6.0,4.0
876201,02/09/2017,02/09/2017,936,116518,29,M,39,34,61,23207.0,8,13.27,2.0,1.0
808839,26/11/2017,26/11/2017,950,119399,40-44,F,31,60,11,150000.0,25,22.99,4.0,4.0
816291,21/09/2017,21/09/2017,970,112483,21,F,66,61,32,27669.0,4,7.67,3.0,3.0
821660,17/10/2017,17/10/2017,970,119309,30-34,M,30,21,21,91311.0,20,45.07,6.0,2.0
815220,28/11/2017,28/11/2017,970,106144,102,F,16,70,54,136134.0,49,97.28,4.0,2.0
806738,25/09/2017,25/09/2017,970,111534,35-39,F,23,46,25,68112.0,8,20.34,3.0,3.0
854753,28/12/2017,28/12/2017,936,105317,40-44,F,27,18,51,58256.0,12,27.27,0.0,0.0
800407,10/10/2017,10/10/2017,916,113588,30-34,M,22,68,15,50765.0,17,45.0,0.0,0.0
801688,24/10/2017,24/10/2017,950,109301,27,19,32,59,25,47702.0,10,24.91,0.0,0.0
877713,14/09/2017,14/09/2017,950,118030,30-34,113,48,42,38,77846.0,10,24.1,1.0,1.0
886885,14/11/2017,14/11/2017,916,114435,24,M,26,51,62,70007.0,9,16.78,2.0,2.0
881959,27/10/2017,27/10/2017,990,118100,114,F,40,23,18,41656.0,10,8.25,1.0,1.0
899843,13/12/2017,13/12/2017,916,116526,63,F,15,68,39,117877.0,7,14.07,4.0,1.0
807548,17/12/2017,17/12/2017,990,107385,45-49,M,25,25,9,19272.0,10,22.62,0.0,0.0
812129,26/12/2017,26/12/2017,970,119461,40-44,M,42,36,50,132910.0,8,12.28,2.0,2.0
896023,23/10/2017,23/10/2017,950,109569,45-49,F,39,30,51,25909.0,5,8.68,0.0,0.0
890098,08/11/2017,08/11/2017,990,107047,30-34,31,20,44,43,127863.0,24,63.22,3.0,1.0
818467,30/09/2017,30/09/2017,970,106270,30-34,M,56,59,41,103838.0,27,49.39,2.0,2.0
835501,07/10/2017,07/10/2017,970,115029,16,F,7,57,46,83145.0,24,34.14,2.0,0.0
865881,13/12/2017,13/12/2017,936,107066,40-44,M,12,19,11,20200.0,3,2.28,0.0,0.0
879140,29/12/2017,29/12/2017,970,111329,30,68,11,55,40,38319.0,4,10.39,0.0,0.0
841421,10/09/2017,10/09/2017,950,116691,30-34,28,53,9,8,34965.0,6,10.44,0.0,0.0
810662,05/11/2017,05/11/2017,970,119599,30-34,34,22,28,34,48194.0,15,39.58,0.0,0.0
804120,06/11/2017,06/11/2017,936,110547,35-39,M,44,46,26,76185.0,31,56.73,3.0,2.0
832141,01/12/2017,01/12/2017,916,111989,40-44,F,46,59,53,42278.0,4,6.01,1.0,1.0
813807,09/11/2017,09/11/2017,970,116878,30-34,112,52,13,20,77016.0,8,8.79,2.0,2.0
856444,02/10/2017,02/10/2017,936,113715,30-34,28,11,16,21,29780.0,5,11.93,2.0,2.0
889906,11/12/2017,11/12/2017,970,105164,30-34,F,46,15,14,150000.0,43,68.07,2.0,2.0
817228,21/10/2017,21/10/2017,916,110454,30-34,F,28,8,20,45876.0,15,35.85,5.0,2.0
820988,17/10/2017,17/10/2017,950,108308,30-34,M,52,10,69,71192.0,24,24.31,1.0,1.0
809843,29/09/2017,29/09/2017,970,111531,114,F,17,35,12,150000.0,60,53.04,3.0,1.0
828497,22/09/2017,22/09/2017,950,114962,35-39,F,68,49,32,142504.0,11,10.61,2.0,1.0
846227,18/12/2017,18/12/2017,950,114016,30-34,M,15,13,22,14265.0,3,6.01,0.0,0.0
871717,11/09/2017,11/09/2017,916,119507,40-44,32,23,36,40,35727.0,18,36.25,2.0,1.0
830598,16/11/2017,16/11/2017,916,119234,45-49,M,47,68,57,72122.0,23,25.98,3.0,0.0
866374,18/09/2017,18/09/2017,936,113478,110,34,15,22,60,63008.0,16,29.72,5.0,2.0
847218,17/10/2017,17/10/2017,936,111338,29,F,55,52,22,85628.0,12,9.87,3.0,3.0
865721,20/11/2017,20/11/2017,916,116017,40-44,36,25,69,62,150000.0,59,115.33,3.0,3.0
871022,18/12/2017,18/12/2017,950,109318,108,110,27,23,60,91375.0,32,54.66,0.0,0.0
828314,06/09/2017,06/09/2017,970,114771,15,F,32,65,64,62415.0,19,32.84,2.0,1.0
809249,05/12/2017,05/12/2017,970,109691,45-49,F,47,62,30,51757.0,20,29.36,2.0,1.0
864216,14/12/2017,14/12/2017,936,111773,30-34,F,22,52,41,130891.0,10,17.59,0.0,0.0
869577,16/09/2017,16/09/2017,916,109433,35-39,M,68,20,59,38499.0,10,7.8,1.0,1.0
801722,23/09/2017,23/09/2017,950,111452,30-34,M,47,37,34,106177.0,23,58.49,4.0,2.0
845480,25/12/2017,25/12/2017,936,114659,40-44,69,41,68,16,22539.0,2,3.59,0.0,0.0
839867,18/12/2017,18/12/2017,916,116882,30-34,M,36,24,20,100027.0,31,51.85,1.0,1.0
878468,08/10/2017,08/10/2017,970,107765,40-44,F,69,63,30,150000.0,38,43.19,2.0,1.0
845421,23/09/2017,23/09/2017,990,113242,35-39,111,56,48,62,40013.0,6,10.26,0.0,0.0
875170,14/10/2017,14/10/2017,990,110837,24,31,53,49,41,41593.0,7,9.24,0.0,0.0
845188,02/11/2017,02/11/2017,916,108906,30-34,F,59,20,15,150000.0,24,29.8,3.0,3.0
838854,04/09/2017,04/09/2017,950,105231,36,M,34,8,24,54018.0,15,29.95,1.0,0.0
833127,09/12/2017,09/12/2017,916,118761,35-39,M,37,60,35,106159.0,17,33.67,1.0,1.0
815660,21/11/2017,21/11/2017,950,118949,25,F,47,54,18,105757.0,16,27.33,0.0,0.0
866377,02/11/2017,02/11/2017,916,110823,30-34,M,29,64,14,63269.0,20,50.82,1.0,0.0
844105,07/12/2017,07/12/2017,970,119645,21,24,27,65,56,87003.0,21,55.94,2.0,2.0
826110,27/09/2017,27/09/2017,990,108304,30-34,105,38,62,40,48588.0,9,9.25,1.0,0.0
891716,01/11/2017,01/11/2017,936,118030,35-39,M,53,30,40,20372.0,4,3.03,0.0,0.0
833210,29/12/2017,29/12/2017,950,105164,30-34,M,27,43,29,62652.0,21,41.47,1.0,0.0
852010,12/09/2017,12/09/2017,916,116340,36,64,59,69,57,23386.0,12,24.52,0.0,0.0
825899,01/09/2017,01/09/2017,990,108390,10,22,41,31,57,118173.0,4,8.15,6.0,3.0
809432,28/09/2017,28/09/2017,936,119273,35-39,F,35,7,15,48258.0,21,16.57,1.0,1.0
856583,19/10/2017,19/10/2017,916,106164,35-39,F,18,63,10,91470.0,8,12.36,2.0,0.0
811145,29/12/2017,29/12/2017,990,116058,25,31,55,9,45,150000.0,44,90.48,8.0,2.0
894991,06/09/2017,06/09/2017,970,109093,35-39,111,58,20,69,150000.0,31,67.66,2.0,1.0
899896,10/11/2017,10/11/2017,916,119590,30-34,M,23,34,39,50404.0,10,22.67,3.0,1.0
850526,05/11/2017,05/11/2017,936,109520,20,F,50,26,61,79904.0,4,3.77,2.0,2.0
857301,23/11/2017,23/11/2017,970,107551,18,24,33,40,68,67711.0,11,21.7,1.0,1.0
829345,10/12/2017,10/12/2017,990,115442,35-39,112,68,40,25,46597.0,28,71.74,0.0,0.0
848201,31/12/2017,31/12/2017,990,118433,30-34,104,69,64,9,93244.0,39,64.42,3.0,0.0
807396,15/12/2017,15/12/2017,936,118588,45-49,38,25,53,41,28665.0,10,10.94,1.0,1.0
831430,06/10/2017,06/10/2017,916,107582,45-49,F,53,22,49,28000.0,9,22.26,1.0,0.0
811896,23/12/2017,23/12/2017,950,114648,40-44,M,44,15,10,33680.0,5,9.28,3.0,2.0
821380,21/10/2017,21/10/2017,916,105178,45-49,29,36,9,36,76418.0,4,10.2,1.0,1.0
828181,02/12/2017,02/12/2017,936,113901,35-39,M,38,51,16,59911.0,11,22.42,2.0,2.0
874682,29/09/2017,29/09/2017,970,111186,35-39,27,35,49,46,43700.0,19,19.91,0.0,0.0
848768,03/10/2017,03/10/2017,950,106713,64,F,40,18,43,60663.0,9,8.66,2.0,1.0
810088,08/09/2017,08/09/2017,916,111174,25,F,14,55,7,53733.0,15,16.19,1.0,0.0
815560,14/10/2017,14/10/2017,970,113036,19,M,24,28,47,120979.0,53,107.46,4.0,4.0
810838,24/10/2017,24/10/2017,990,110107,40-44,19,69,40,31,146956.0,26,44.36,5.0,3.0
873303,30/09/2017,30/09/2017,990,112073,36,F,10,57,20,24467.0,6,11.38,0.0,0.0
866703,29/11/2017,29/11/2017,916,118141,30-34,113,22,49,48,40791.0,11,23.6,2.0,2.0
814367,18/10/2017,18/10/2017,916,116515,30-34,23,64,9,23,11481.0,2,3.62,0.0,0.0
847099,23/10/2017,23/10/2017,990,107328,35-39,M,7,51,27,110489.0,10,18.95,3.0,2.0
897480,12/12/2017,12/12/2017,970,118427,30-34,F,11,21,24,143430.0,28,25.43,1.0,1.0
872056,14/11/2017,14/11/2017,990,112820,22,34,65,45,17,48940.0,7,7.6,4.0,2.0
813879,03/11/2017,03/11/2017,990,105056,30-34,M,14,65,46,67894.0,31,60.76,1.0,0.0
885014,26/09/2017,26/09/2017,916,108024,30-34,F,29,16,12,126231.0,28,50.46,0.0,0.0
837877,04/12/2017,04/12/2017,990,117415,63,F,26,22,10,41554.0,5,12.43,2.0,2.0
858923,11/10/2017,11/10/2017,970,113578,30-34,F,34,43,29,82849.0,4,10.28,0.0,0.0
851786,07/09/2017,07/09/2017,990,108696,30-34,M,37,53,22,20201.0,5,4.92,1.0,0.0
892116,11/10/2017,11/10/2017,916,117880,45-49,M,32,12,41,150000.0,75,70.94,7.0,6.0
849875,16/10/2017,16/10/2017,916,108877,30-34,24,44,38,10,5459.0,2,4.0,0.0,0.0
887860,10/09/2017,10/09/2017,990,106799,63,M,34,50,63,21435.0,5,10.34,0.0,0.0
853674,21/10/2017,21/10/2017,936,119209,32,F,11,30,7,146913.0,9,23.99,4.0,4.0
832570,20/10/2017,20/10/2017,970,110469,30-34,M,17,28,29,42516.0,9,9.75,2.0,1.0
813346,20/11/2017,20/11/2017,970,117638,30,M,33,40,24,99299.0,10,17.98,0.0,0.0
882165,11/09/2017,11/09/2017,990,115740,113,34,46,31,36,150000.0,21,40.57,3.0,2.0
870253,21/11/2017,21/11/2017,916,116912,30-34,21,30,64,12,150000.0,22,41.67,7.0,4.0
840192,29/12/2017,29/12/2017,916,112222,30-34,M,27,40,36,71031.0,23,55.21,2.0,1.0
855642,28/09/2017,28/09/2017,950,117940,28,F,25,42,68,90318.0,24,60.1,3.0,2.0
886462,08/11/2017,08/11/2017,936,115658,45-49,115,26,53,50,122554.0,27,23.14,2.0,1.0
836706,31/10/2017,31/10/2017,990,111176,45-49,20,59,37,63,14483.0,1,1.87,0.0,0.0
891458,11/11/2017,11/11/2017,936,114297,20,M,23,47,57,44972.0,7,13.58,0.0,0.0
810319,11/09/2017,11/09/2017,970,109636,30-34,25,68,21,46,22743.0,3,2.61,2.0,2.0
805262,09/10/2017,09/10/2017,990,108476,30-34,M,21,38,17,46953.0,10,21.43,0.0,0.0
818292,06/12/2017,06/12/2017,916,119908,30-34,M,54,37,8,127099.0,26,46.77,1.0,0.0
824711,19/09/2017,19/09/2017,936,107386,40-44,M,29,59,64,126263.0,23,57.73,2.0,2.0
811484,05/10/2017,05/10/2017,990,106165,30-34,23,29,65,67,37110.0,10,15.09,0.0,0.0
842669,26/09/2017,26/09/2017,970,116413,30-34,M,56,15,15,35138.0,10,10.58,1.0,1.0
887779,26/10/2017,26/10/2017,916,118319,30-34,15,40,8,28,38183.0,7,12.33,0.0,0.0
824152,21/11/2017,21/11/2017,916,110698,45-49,12,27,27,7,56581.0,17,31.03,3.0,0.0
822011,21/12/2017,21/12/2017,990,107585,35-39,M,30,41,8,31068.0,4,6.66,2.0,1.0
827877,14/10/2017,14/10/2017,950,108103,45-49,M,42,17,40,115709.0,12,27.66,4.0,2.0
877858,03/10/2017,03/10/2017,990,111143,35-39,106,35,43,19,28686.0,10,19.52,1.0,1.0
872610,24/12/2017,24/12/2017,950,112459,30-34,116,20,41,17,38473.0,8,15.38,0.0,0.0
869881,14/09/2017,14/09/2017,916,106965,45-49,25,67,54,7,101529.0,9,23.78,2.0,1.0
835254,28/12/2017,28/12/2017,916,110732,45-49,F,58,17,19,28418.0,1,2.18,1.0,1.0
808213,25/10/2017,25/10/2017,990,119326,30-34,105,32,41,39,150000.0,38,64.28,5.0,2.0
874434,18/10/2017,18/10/2017,970,116978,30-34,33,25,22,14,150000.0,16,12.8,5.0,4.0
860576,18/09/2017,18/09/2017,990,111500,21,106,62,62,64,136569.0,15,29.49,0.0,0.0
895809,25/09/2017,25/09/2017,970,106958,40-44,M,48,24,70,150000.0,33,62.22,4.0,1.0
860757,02/12/2017,02/12/2017,916,107530,30-34,M,52,51,64,17734.0,0,0.0,0.0,0.0
829930,25/12/2017,25/12/2017,950,116206,40-44,F,39,12,53,91564.0,39,67.4,5.0,3.0
898499,12/10/2017,12/10/2017,950,109716,22,M,49,19,30,150000.0,42,88.32,9.0,5.0
812235,22/11/2017,22/11/2017,950,109172,30-34,M,67,27,66,44641.0,21,50.37,0.0,0.0
898378,22/11/2017,22/11/2017,970,119570,30-34,F,63,47,65,32172.0,9,12.36,1.0,0.0
815593,19/12/2017,19/12/2017,950,117959,40-44,21,10,12,41,46580.0,7,15.09,1.0,1.0
855887,14/11/2017,14/11/2017,950,105939,45-49,27,70,48,29,61246.0,11,21.05,1.0,1.0
809828,30/09/2017,30/09/2017,950,112978,35-39,F,47,68,56,40198.0,4,6.8,1.0,1.0
807145,11/09/2017,11/09/2017,970,105923,30-34,M,67,43,36,111122.0,16,29.62,1.0,1.0
828019,03/11/2017,03/11/2017,916,119630,35-39,F,32,10,41,64388.0,8,19.3,3.0,1.0
843294,27/09/2017,27/09/2017,916,110681,30-34,69,65,25,39,150000.0,34,41.24,1.0,1.0
815063,04/09/2017,04/09/2017,950,111246,45-49,F,22,13,37,69553.0,16,31.29,1.0,1.0
878751,18/11/2017,18/11/2017,936,105021,30-34,21,39,57,26,150000.0,7,8.08,7.0,3.0
864764,19/09/2017,19/09/2017,916,105048,45-49,M,49,33,10,150000.0,22,57.09,2.0,1.0
834805,23/09/2017,23/09/2017,950,107317,30-34,35,44,32,24,35726.0,17,17.02,2.0,1.0
815561,29/11/2017,29/11/2017,950,112553,45-49,M,36,35,69,150000.0,41,90.25,7.0,5.0
839014,25/11/2017,25/11/2017,916,116815,40-44,26,13,32,29,18743.0,7,18.92,1.0,1.0
877413,14/09/2017,14/09/2017,916,117019,66,M,20,9,30,35303.0,4,4.19,1.0,1.0
824264,09/12/2017,09/12/2017,916,108707,107,33,12,11,53,92207.0,20,34.6,3.0,1.0
884656,04/11/2017,04/11/2017,950,108379,40-44,M,35,70,31,56066.0,18,33.36,0.0,0.0
815335,30/12/2017,30/12/2017,916,106237,30-34,F,55,49,10,97949.0,11,17.63,0.0,0.0
804915,04/10/2017,04/10/2017,916,112739,25,14,11,21,38,108692.0,38,100.83,5.0,1.0
824440,14/10/2017,14/10/2017,916,115425,35-39,M,60,69,14,41870.0,3,4.31,2.0,2.0
899256,10/09/2017,10/09/2017,970,112067,112,17,63,66,63,85830.0,4,10.24,2.0,2.0
839542,17/09/2017,17/09/2017,950,107107,24,M,29,15,33,59108.0,21,30.33,3.0,2.0
821754,13/09/2017,13/09/2017,936,108367,30-34,M,57,30,50,150000.0,12,18.97,1.0,0.0
834302,17/12/2017,17/12/2017,970,110204,35-39,27,7,21,57,123136.0,43,82.66,3.0,2.0
857213,05/09/2017,05/09/2017,950,113345,40-44,20,54,32,45,70648.0,22,30.31,0.0,0.0
843794,21/11/2017,21/11/2017,970,115745,16,27,59,36,54,71052.0,23,60.07,2.0,2.0
835910,28/12/2017,28/12/2017,970,109971,40-44,F,38,21,53,21982.0,5,11.73,0.0,0.0
875596,05/09/2017,05/09/2017,916,113860,30-34,67,40,27,28,41184.0,12,12.29,2.0,1.0
870988,04/11/2017,04/11/2017,990,105750,21,M,31,17,40,53591.0,6,7.76,2.0,1.0
849739,26/10/2017,26/10/2017,970,115351,40-44,F,38,24,43,126357.0,15,18.71,5.0,3.0
874350,29/09/2017,29/09/2017,936,117268,45-49,109,46,50,44,112313.0,28,67.26,2.0,1.0
856865,07/12/2017,07/12/2017,970,108880,19,F,34,25,11,50230.0,20,28.2,0.0,0.0
816007,30/11/2017,30/11/2017,990,113598,30-34,M,30,12,52,150000.0,11,28.14,3.0,3.0
835557,24/09/2017,24/09/2017,950,105733,45-49,26,59,18,46,150000.0,31,56.78,6.0,3.0
847791,05/12/2017,05/12/2017,950,105409,30-34,M,58,20,65,125526.0,16,18.73,5.0,2.0
856457,24/09/2017,24/09/2017,990,105433,30-34,M,19,52,58,81756.0,26,60.98,1.0,1.0
878275,02/11/2017,02/11/2017,950,111309,45-49,30,30,9,22,92638.0,11,27.12,2.0,0.0
899352,16/09/2017,16/09/2017,970,118089,45-49,F,66,32,59,110575.0,31,49.9,3.0,3.0
897945,10/11/2017,10/11/2017,950,108816,35-39,16,57,39,57,73166.0,39,36.12,1.0,0.0
843629,13/11/2017,13/11/2017,916,117991,109,M,13,69,12,47887.0,5,11.42,1.0,1.0
843778,22/11/2017,22/11/2017,950,117049,40-44,M,37,14,67,81339.0,28,21.79,1.0,0.0
817737,15/12/2017,15/12/2017,950,117117,35-39,M,62,32,28,38306.0,7,15.24,0.0,0.0
834756,18/09/2017,18/09/2017,936,112230,113,F,28,19,29,61781.0,8,10.13,0.0,0.0
873558,31/10/2017,31/10/2017,990,115360,40-44,110,41,44,13,38222.0,6,15.6,2.0,1.0
828251,25/11/2017,25/11/2017,936,107764,40-44,104,11,22,56,92306.0,11,17.16,0.0,0.0
877754,02/12/2017,02/12/2017,990,112302,45-49,F,11,45,42,23223.0,6,9.66,0.0,0.0
859973,13/10/2017,13/10/2017,916,112045,35-39,17,24,43,38,150000.0,60,143.06,1.0,1.0
879766,11/11/2017,11/11/2017,990,109878,35-39,F,43,16,27,66940.0,9,16.29,0.0,0.0
875929,29/09/2017,29/09/2017,970,119081,30-34,M,64,22,31,150000.0,48,108.58,3.0,2.0
817834,15/12/2017,15/12/2017,936,108937,19,F,40,34,69,37024.0,5,8.12,0.0,0.0
825318,19/09/2017,19/09/2017,950,107467,30-34,22,39,13,54,102088.0,33,26.27,5.0,4.0
833673,25/12/2017,25/12/2017,990,114994,30-34,33,20,35,49,136789.0,8,20.61,1.0,0.0
859899,28/11/2017,28/11/2017,936,118641,35-39,M,15,56,64,74954.0,19,38.1,3.0,2.0
800277,04/10/2017,04/10/2017,936,108393,64,M,34,26,13,41461.0,7,11.35,1.0,0.0
844334,09/11/2017,09/11/2017,950,119661,30-34,17,19,31,13,103997.0,7,9.26,2.0,1.0
893611,03/10/2017,03/10/2017,990,110175,35-39,M,37,7,26,16529.0,4,5.9,0.0,0.0
816757,06/10/2017,06/10/2017,990,109837,108,68,45,10,33,70163.0,11,8.52,0.0,0.0
895072,13/11/2017,13/11/2017,950,107340,20,M,70,44,17,14012.0,3,7.33,0.0,0.0
862164,19/11/2017,19/11/2017,970,119691,40-44,F,47,11,18,150000.0,48,50.71,13.0,4.0
830233,12/12/2017,12/12/2017,970,109108,25,M,28,52,14,27692.0,11,24.02,0.0,0.0
824910,02/12/2017,02/12/2017,936,109353,35-39,M,68,35,30,29101.0,5,4.28,1.0,1.0
833483,19/12/2017,19/12/2017,936,109950,35-39,F,51,17,40,68439.0,4,4.92,4.0,3.0
878848,24/10/2017,24/10/2017,990,107478,35-39,M,69,46,36,25040.0,6,15.75,0.0,0.0
813364,16/10/2017,16/10/2017,990,110900,45-49,F,57,49,69,86740.0,15,28.06,0.0,0.0
896907,03/11/2017,03/11/2017,970,110397,30-34,106,63,28,39,96408.0,22,19.12,8.0,5.0
870952,23/12/2017,23/12/2017,916,110500,110,M,21,57,25,150000.0,60,96.46,2.0,1.0
810686,23/12/2017,23/12/2017,990,108560,29,M,32,66,60,150000.0,21,28.81,1.0,1.0
872933,11/12/2017,11/12/2017,916,105966,30-34,M,28,40,52,53350.0,7,18.37,2.0,2.0
888298,12/12/2017,12/12/2017,990,109944,40-44,109,17,16,29,39351.0,6,13.73,1.0,1.0
878997,08/09/2017,08/09/2017,950,108121,30-34,110,12,35,24,84112.0,5,5.41,0.0,0.0
896099,23/11/2017,23/11/2017,950,108942,18,M,64,41,65,52962.0,6,16.06,1.0,0.0
868748,30/11/2017,30/11/2017,970,107312,40-44,M,70,66,37,150000.0,56,49.69,7.0,3.0
856628,22/12/2017,22/12/2017,950,115626,40-44,F,8,33,47,46192.0,14,24.98,3.0,2.0
808853,14/10/2017,14/10/2017,990,117602,111,8,20,39,42,38166.0,21,24.06,3.0,2.0
860468,24/10/2017,24/10/2017,916,117436,63,F,11,21,45,99905.0,44,60.35,1.0,1.0
830264,06/09/2017,06/09/2017,970,106471,30-34,F,40,66,66,150000.0,13,19.79,4.0,4.0
835146,08/11/2017,08/11/2017,950,109749,35-39,114,43,27,65,79707.0,12,25.14,3.0,3.0
869336,17/10/2017,17/10/2017,950,116935,45-49,25,8,21,59,91726.0,9,10.37,3.0,2.0
837938,12/09/2017,12/09/2017,990,107229,28,116,57,69,60,50640.0,17,39.02,0.0,0.0
805689,15/12/2017,15/12/2017,916,119664,45-49,M,15,49,59,43217.0,5,11.23,1.0,1.0
819190,26/09/2017,26/09/2017,970,115762,40-44,M,39,38,25,77280.0,26,37.29,1.0,0.0
820999,10/09/2017,10/09/2017,950,117791,35-39,105,50,33,7,150000.0,36,82.13,4.0,2.0
893933,15/12/2017,15/12/2017,950,115567,21,M,57,39,36,29167.0,9,11.14,0.0,0.0
896708,10/12/2017,10/12/2017,990,106718,20,103,24,67,35,115650.0,40,71.03,2.0,1.0
877750,01/11/2017,01/11/2017,990,113013,113,M,8,21,60,53672.0,27,57.91,0.0,0.0
853526,25/11/2017,25/11/2017,970,112309,19,F,37,49,59,10613.0,3,3.08,1.0,0.0
867992,04/12/2017,04/12/2017,916,116169,30-34,17,21,62,13,56554.0,5,10.66,0.0,0.0
807252,20/11/2017,20/11/2017,990,119803,40-44,M,37,16,16,103368.0,45,41.52,2.0,2.0
804938,02/11/2017,02/11/2017,990,119947,40-44,F,61,35,41,25748.0,2,4.03,1.0,0.0
893545,06/11/2017,06/11/2017,970,117222,63,34,61,17,20,71503.0,24,40.26,3.0,3.0
896906,22/12/2017,22/12/2017,936,107235,45-49,M,34,37,25,12278.0,0,0.0,0.0,0.0
891918,13/10/2017,13/10/2017,990,117957,45-49,M,59,22,58,41682.0,5,9.72,1.0,1.0
881735,15/10/2017,15/10/2017,990,105430,40-44,33,69,59,49,82762.0,6,8.11,2.0,2.0
838921,13/12/2017,13/12/2017,950,106904,112,27,10,24,69,150000.0,45,43.85,3.0,1.0
826338,11/11/2017,11/11/2017,936,107229,35-39,M,67,16,22,33603.0,5,5.18,1.0,1.0
884869,01/12/2017,01/12/2017,970,106039,111,M,57,56,23,38345.0,9,15.31,2.0,0.0
845545,18/10/2017,18/10/2017,950,109139,24,27,64,66,57,100185.0,14,16.73,2.0,1.0
814824,23/12/2017,23/12/2017,950,117396,30-34,F,8,21,57,36852.0,13,26.2,2.0,1.0
868207,02/10/2017,02/10/2017,990,110024,40-44,F,23,45,24,50054.0,13,15.32,0.0,0.0
895044,02/11/2017,02/11/2017,970,114938,35-39,M,60,46,42,72224.0,26,27.74,3.0,3.0
802097,24/11/2017,24/11/2017,950,114204,40-44,M,49,24,66,104894.0,16,24.72,3.0,1.0
852489,11/09/2017,11/09/2017,970,112853,21,110,39,46,15,30904.0,7,5.81,1.0,0.0
839321,04/09/2017,04/09/2017,916,119743,30-34,M,61,46,46,146284.0,30,56.01,1.0,1.0
817371,11/09/2017,11/09/2017,970,105360,16,F,37,69,26,62947.0,4,4.82,1.0,0.0
845711,19/10/2017,19/10/2017,936,112192,29,M,68,53,20,63082.0,22,44.98,1.0,1.0
892178,05/10/2017,05/10/2017,990,106243,40-44,35,40,25,69,31574.0,11,22.43,1.0,1.0
885177,19/09/2017,19/09/2017,936,105180,30-34,30,19,21,61,108484.0,36,74.71,0.0,0.0
899059,29/12/2017,29/12/2017,936,106350,30-34,30,50,38,63,30517.0,15,30.51,1.0,0.0
814772,08/09/2017,08/09/2017,950,112130,30-34,28,37,28,23,134743.0,17,27.03,3.0,2.0
827079,28/09/2017,28/09/2017,990,106737,31,22,68,52,65,46652.0,11,25.36,0.0,0.0
878227,29/11/2017,29/11/2017,916,116922,30-34,27,20,69,25,120727.0,21,31.6,3.0,2.0
844903,18/09/2017,18/09/2017,990,113638,32,M,41,18,33,41949.0,8,12.75,1.0,1.0
876405,01/11/2017,01/11/2017,950,108565,45-49,M,63,59,33,20755.0,5,9.63,2.0,1.0
887423,17/10/2017,17/10/2017,916,112949,30-34,M,7,40,69,25212.0,2,4.39,0.0,0.0
857515,21/10/2017,21/10/2017,970,108121,30-34,116,61,69,14,86228.0,17,45.37,4.0,2.0
808762,12/09/2017,12/09/2017,916,105142,65,M,25,64,56,150000.0,19,17.65,2.0,1.0
891086,21/11/2017,21/11/2017,990,115482,30-34,M,44,29,50,16418.0,1,1.49,0.0,0.0
887429,11/10/2017,11/10/2017,970,114829,27,24,24,25,58,81342.0,13,28.51,4.0,4.0
857306,05/12/2017,05/12/2017,970,109588,109,25,24,51,45,33709.0,10,13.89,2.0,2.0
897964,29/11/2017,29/11/2017,990,113753,30-34,22,21,7,23,16922.0,1,2.08,0.0,0.0
822919,16/10/2017,16/10/2017,916,119460,40-44,M,25,51,60,110150.0,45,75.73,6.0,3.0
806819,07/09/2017,07/09/2017,936,117224,21,109,19,8,26,39945.0,6,12.5,1.0,0.0
899821,01/12/2017,01/12/2017,990,113277,10,M,47,14,69,64866.0,22,29.26,1.0,0.0
887663,01/09/2017,01/09/2017,970,105143,45-49,104,65,14,43,42205.0,19,41.06,0.0,0.0
885598,12/11/2017,12/11/2017,916,116051,114,17,53,56,62,51412.0,6,15.28,3.0,2.0
854064,09/10/2017,09/10/2017,990,114678,45-49,69,63,40,34,47263.0,11,17.95,1.0,1.0
803073,09/09/2017,09/09/2017,936,114535,45-49,26,11,12,51,150000.0,8,6.5,9.0,6.0
807459,23/11/2017,23/11/2017,916,110020,40-44,103,38,59,59,88242.0,11,14.81,2.0,0.0
835238,29/12/2017,29/12/2017,950,111074,30-34,M,36,50,59,122610.0,22,21.3,0.0,0.0
844117,04/11/2017,04/11/2017,970,115813,40-44,M,22,53,20,36601.0,18,39.77,1.0,0.0
862024,03/12/2017,03/12/2017,916,110670,40-44,106,60,65,58,11540.0,3,6.81,0.0,0.0
844318,04/10/2017,04/10/2017,970,112283,30-34,M,19,30,10,110721.0,10,25.91,1.0,0.0
881480,20/12/2017,20/12/2017,936,109503,63,109,38,19,65,150000.0,46,104.56,2.0,1.0
806357,25/11/2017,25/11/2017,970,110887,28,M,12,24,20,150000.0,22,22.7,1.0,0.0
828474,01/10/2017,01/10/2017,936,108471,45-49,112,48,65,15,83046.0,8,6.33,0.0,0.0
865281,22/10/2017,22/10/2017,936,112457,28,113,66,51,62,21952.0,1,2.57,0.0,0.0
878148,30/10/2017,30/10/2017,990,111082,30-34,M,14,47,17,68269.0,15,13.06,0.0,0.0
844334,06/11/2017,06/11/2017,936,118636,16,36,43,68,23,54424.0,4,9.54,0.0,0.0
851337,18/09/2017,18/09/2017,970,110548,36,113,29,42,69,46921.0,11,26.75,0.0,0.0
